listing_id,title,price,expiration_date,location,url,auction_status,category,collected_at
335742,"Žemės sklypas, 5,88 a. (0,06 ha.)",60000.0,2026-09-11 12:49,Vilniaus m. sav. Grigiškių m. Vokės Sodų g. 57,https://www.eaukcionai.lt/evs/pages/auction.do?id=336744&number=335742,Vykstančios,Land plots,2026-09-08 17:49:51
335487,"Administracinės patalpos, 649,96 kv. m",865000.0,2026-09-15 13:59,Vilniaus m. sav. Vilniaus m. Žirmūnų g. 70,https://www.eaukcionai.lt/evs/pages/auction.do?id=336636&number=335487,Paskelbtas,Land plots,2026-09-08 17:49:52
336194,"Žemės sklypas, 476 a. (4,76 ha.) Vilniaus r. sav. Liubavo k.",94400.0,2026-09-18 10:50,Vilniaus r. sav. Liubavo k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337052&number=336194,Vykstančios,Land plots,2026-09-08 17:49:53
336187,"Žemės sklypas, 26,71 a. (0,27 ha.) Vilniaus r. sav. Anavilio k.",80.0,2026-09-18 13:59,Vilniaus r. sav. Anavilio k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337046&number=336187,Paskelbtas,Land plots,2026-09-08 17:49:53
335468,"Administracinis pastatas, 1194,86 kv. m",2250440.0,2026-09-22 13:59,Vilniaus m. sav. Vilniaus m. Buivydiškių g. 20,https://www.eaukcionai.lt/evs/pages/auction.do?id=336620&number=335468,Paskelbtas,Land plots,2026-09-08 17:49:54
336415,"Žemės sklypas, 108 a. (1,08 ha.) Molėtų r. sav. Užtilčių k. Gėluoto g. 1",12000.0,2026-09-23 10:52,Molėtų r. sav. Užtilčių k. Gėluoto g. 1,https://www.eaukcionai.lt/evs/pages/auction.do?id=337264&number=336415,Vykstančios,Land plots,2026-09-08 17:49:54
336402,"Žemės sklypas, 130 a. (1,3 ha.) Vilniaus r. sav. Voskonių k.",2208.0,2026-09-23 13:07,Vilniaus r. sav. Voskonių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337251&number=336402,Vykstančios,Land plots,2026-09-08 17:49:54
336403,"Žemės sklypas, 100 a. (1 ha.) Vilniaus r. sav. Voskonių k.",1680.0,2026-09-23 13:07,Vilniaus r. sav. Voskonių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337252&number=336403,Vykstančios,Land plots,2026-09-08 17:49:54
336426,"Žemės sklypas, 43,95 a. (0,44 ha.) Molėtų r. sav. Molėtų m. Liepų g. 27",,2026-09-23 13:59,Molėtų r. sav. Molėtų m. Liepų g. 27,https://www.eaukcionai.lt/evs/pages/auction.do?id=337037&number=336426,Paskelbtas,Land plots,2026-09-08 17:49:54
336450,"Žemės sklypas 5/82 dalis, 71,05 a. (0,71 ha.)",927.0,2026-09-24 11:21,Vilniaus m. sav. Vilniaus m.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337293&number=336450,Vykstančios,Land plots,2026-09-08 17:49:55
336451,"Žemės sklypas, 135,5 a. (1,36 ha.) Vilniaus r. sav. Dūkštelių k.",6960.0,2026-09-24 11:23,Vilniaus r. sav. Dūkštelių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337294&number=336451,Vykstančios,Land plots,2026-09-08 17:49:55
336456,"Žemės sklypas 1/3 dalis, 6 a. (0,06 ha.) Vilniaus r. sav. Akmeniškių k. Audros 1-oji g. 193",1840.0,2026-09-24 11:59,Vilniaus r. sav. Akmeniškių k. Audros 1-oji g. 193,https://www.eaukcionai.lt/evs/pages/auction.do?id=337299&number=336456,Vykstančios,Land plots,2026-09-08 17:49:55
336709,"Žemės sklypas, 3,47 a. (0,03 ha.) Vilniaus r. sav. Mickūnų mstl.",420.0,2026-09-28 12:06,Vilniaus r. sav. Mickūnų mstl.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337470&number=336709,Vykstančios,Land plots,2026-09-08 17:49:56
336710,"Žemės sklypas 1/2 dalis, 4,58 a. (0,05 ha.) Vilniaus r. sav. Mickūnų mstl.",270.0,2026-09-28 12:06,Vilniaus r. sav. Mickūnų mstl.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337471&number=336710,Vykstančios,Land plots,2026-09-08 17:49:56
336711,"Žemės sklypas 1/10 dalis, 13,53 a. (0,14 ha.) Vilniaus r. sav. Mažeikių k.",180.0,2026-09-28 12:06,Vilniaus r. sav. Mažeikių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337472&number=336711,Vykstančios,Land plots,2026-09-08 17:49:56
336712,"Žemės sklypas 1/13 dalis, 5,85 a. (0,06 ha.) Vilniaus r. sav. Mažeikių k.",60.0,2026-09-28 12:06,Vilniaus r. sav. Mažeikių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337473&number=336712,Vykstančios,Land plots,2026-09-08 17:49:56
336713,"Žemės sklypas, 25 a. (0,25 ha.)",185400.0,2026-09-28 12:06,Vilniaus r. sav. Mickūnų mstl. Gaidūnų g. 24,https://www.eaukcionai.lt/evs/pages/auction.do?id=337474&number=336713,Vykstančios,Land plots,2026-09-08 17:49:56
336577,"Žemės sklypas, 487,5 a. (4,88 ha.) Molėtų r. sav. Kerulių k.",333.0,2026-09-28 13:59,Molėtų r. sav. Kerulių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337380&number=336577,Paskelbtas,Land plots,2026-09-08 17:49:56
336578,"Žemės sklypas, 415,23 a. (4,15 ha.) Molėtų r. sav. Raubiškių k.",142.0,2026-09-28 13:59,Molėtų r. sav. Raubiškių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337381&number=336578,Paskelbtas,Land plots,2026-09-08 17:49:56
336580,"Žemės sklypas, 1327,75 a. (13,28 ha.) Molėtų r. sav. Jukniškių k.",489.0,2026-09-28 13:59,Molėtų r. sav. Jukniškių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337384&number=336580,Paskelbtas,Land plots,2026-09-08 17:49:56
336581,"Žemės sklypas, 727,93 a. (7,28 ha.) Molėtų r. sav. Pašulniškių k.",291.0,2026-09-28 13:59,Molėtų r. sav. Pašulniškių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337385&number=336581,Paskelbtas,Land plots,2026-09-08 17:49:56
336582,"Žemės sklypas, 116 a. (1,16 ha.) Molėtų r. sav. Mažulių k.",52.0,2026-09-28 13:59,Molėtų r. sav. Mažulių k.,https://www.eaukcionai.lt/evs/pages/auction.do?id=337386&number=336582,Paskelbtas,Land plots,2026-09-08 17:49:56
